SIGLA;UF_CIDADE;DESCRICAO;CRECHE_PARCIAL;CRECHE_INTEGRAL;PRE_PARCIAL;PRE_INTEGRAL;FUND1_PARCIAL;FUND1_INTEGRAL;FUND2_PARCIAL;FUND2_INTEGRAL;MEDIO_PARCIAL;MEDIO_INTEGRAL;EJA_FUND;EJA_MEDIO;TOTAL_REGULAR;POR_CENTO;PRE_PARCIAL_AEE;PRE_INTEGRAL_AEE;FUND1_PARCIAL_AEE;FUND1_INTEGRAL_AEE;FUND2_PARCIAL_AEE;FUND2_INTEGRAL_AEE;MEDIO_PARCIAL_AEE;MEDIO_INTEGRAL_AEE;EJA_FUND_AEE;EJA_MEDIO_AEE;TOTAL_AEE;POR_CENTO_AEE
AL;BELO MONTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;BELO MONTE;Estadual Urbana;0;0;0;0;0;0;0;0;1800;0;0;170;;;0;0;0;0;0;0;0;0;100;0;0;10
AL;BELO MONTE;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;BELO MONTE;Municipal Urbana;0;2030;0;500;390;620;1140;620;0;0;410;0;;;0;20;0;30;20;40;60;60;0;0;30;0
AL;BELO MONTE;Municipal Rural;0;1820;0;1380;2270;1690;1730;430;0;0;2830;0;;;0;50;0;60;160;200;110;10;0;0;110;0
AL;BELO MONTE;Estadual e Municipal;0;3850;0;1880;2660;2310;2870;1050;1800;0;3240;170;;;0;70;0;90;180;240;170;70;100;0;140;10
AL;BOCA DA MATA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;BOCA DA MATA;Estadual Urbana;0;0;0;0;0;0;0;0;4980;2180;0;1270;;;0;0;0;0;0;0;0;0;280;140;0;40
AL;BOCA DA MATA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;BOCA DA MATA;Municipal Urbana;490;4770;1800;1570;4580;4410;5690;2190;0;0;1019;0;;;80;250;230;180;410;470;360;160;0;0;500;0
AL;BOCA DA MATA;Municipal Rural;0;0;0;1050;0;3230;0;2640;0;0;4830;0;;;0;0;0;110;0;270;0;80;0;0;280;0
AL;BOCA DA MATA;Estadual e Municipal;490;4770;1800;2620;4580;7640;5690;4830;4980;2180;1502;1270;;;80;250;230;290;410;740;360;240;280;140;780;40
AL;BRANQUINHA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;BRANQUINHA;Estadual Urbana;0;0;0;0;0;0;0;0;1790;1710;0;990;;;0;0;0;0;0;0;0;0;270;70;0;20
AL;BRANQUINHA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;BRANQUINHA;Municipal Urbana;0;3710;0;2410;1980;2520;2980;2430;0;0;1560;0;;;0;50;0;210;180;90;310;40;0;0;10;0
AL;BRANQUINHA;Municipal Rural;0;690;0;970;1450;2250;1220;420;0;0;4970;0;;;0;10;0;40;130;180;170;0;0;0;150;0
AL;BRANQUINHA;Estadual e Municipal;0;4400;0;3380;3430;4770;4200;2850;1790;1710;6530;990;;;0;60;0;250;310;270;480;40;270;70;160;20
AL;CACIMBINHAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CACIMBINHAS;Estadual Urbana;0;0;0;0;0;0;0;0;4740;0;0;800;;;0;0;0;0;0;0;0;0;120;0;0;0
AL;CACIMBINHAS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CACIMBINHAS;Municipal Urbana;1970;470;1370;630;3950;1310;3800;970;0;0;2820;0;;;30;0;70;0;260;60;290;10;0;0;0;0
AL;CACIMBINHAS;Municipal Rural;530;590;320;560;1820;100;1620;110;0;0;1770;0;;;0;10;0;20;100;10;80;0;0;0;20;0
AL;CACIMBINHAS;Estadual e Municipal;2500;1060;1690;1190;5770;1410;5420;1080;4740;0;4590;800;;;30;10;70;20;360;70;370;10;120;0;20;0
AL;CAJUEIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CAJUEIRO;Estadual Urbana;0;0;0;0;0;0;0;0;5780;0;0;1330;;;0;0;0;0;0;0;0;0;160;0;0;10
AL;CAJUEIRO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CAJUEIRO;Municipal Urbana;0;4740;0;4600;9790;1630;130;1038;0;0;2520;0;;;0;40;0;240;410;10;0;360;0;0;80;0
AL;CAJUEIRO;Municipal Rural;190;1190;440;250;1080;580;0;0;0;0;380;0;;;0;10;10;0;20;40;0;0;0;0;30;0
AL;CAJUEIRO;Estadual e Municipal;190;5930;440;4850;1087;2210;130;1038;5780;0;2900;1330;;;0;50;10;240;430;50;0;360;160;0;110;10
AL;CAMPESTRE;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CAMPESTRE;Estadual Urbana;0;0;0;0;0;0;0;0;2390;0;0;470;;;0;0;0;0;0;0;0;0;50;0;0;0
AL;CAMPESTRE;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CAMPESTRE;Municipal Urbana;0;2050;2010;0;920;3420;2200;1800;0;0;4580;0;;;0;80;120;0;30;200;100;80;0;0;50;0
AL;CAMPESTRE;Municipal Rural;0;0;0;40;0;240;0;0;0;0;0;0;;;0;0;0;0;0;10;0;0;0;0;0;0
AL;CAMPESTRE;Estadual e Municipal;0;2050;2010;40;920;3660;2200;1800;2390;0;4580;470;;;0;80;120;0;30;210;100;80;50;0;50;0
AL;CAMPO ALEGRE;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CAMPO ALEGRE;Estadual Urbana;0;0;0;0;0;0;0;0;7710;0;0;1970;;;0;0;0;0;0;0;0;0;630;0;0;80
AL;CAMPO ALEGRE;Estadual Rural;0;0;0;0;0;0;0;0;200;3240;0;1970;;;0;0;0;0;0;0;0;0;10;200;0;30
AL;CAMPO ALEGRE;Municipal Urbana;0;6420;0;3570;240;1078;140;1087;0;0;2609;0;;;0;360;0;310;710;330;570;50;0;0;1310;0
AL;CAMPO ALEGRE;Municipal Rural;0;6040;0;5040;10;1209;550;7990;0;0;3159;0;;;0;290;0;600;150;980;670;0;0;0;1160;0
AL;CAMPO ALEGRE;Estadual e Municipal;0;1246;0;8610;250;2287;690;1886;7910;3240;5768;3940;;;0;650;0;910;860;1310;1240;50;640;200;2470;110
AL;CAMPO GRANDE;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CAMPO GRANDE;Estadual Urbana;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CAMPO GRANDE;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CAMPO GRANDE;Municipal Urbana;380;0;640;0;1100;660;3960;0;0;0;6640;0;;;20;0;60;0;120;130;230;0;0;0;30;0
AL;CAMPO GRANDE;Municipal Rural;100;0;1210;0;3510;0;0;0;0;0;7180;0;;;0;0;20;0;100;0;0;0;0;0;10;0
AL;CAMPO GRANDE;Estadual e Municipal;480;0;1850;0;4610;660;3960;0;0;0;1382;0;;;20;0;80;0;220;130;230;0;0;0;40;0
AL;CANAPI;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CANAPI;Estadual Urbana;0;0;0;0;0;0;0;0;7640;0;0;1140;;;0;0;0;0;0;0;0;0;340;0;0;10
AL;CANAPI;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CANAPI;Municipal Urbana;0;2150;1460;440;4650;1020;7530;0;0;0;2660;0;;;0;110;70;30;240;30;220;0;0;0;60;0
AL;CANAPI;Municipal Rural;2040;2620;3260;0;6910;750;3600;0;0;0;18;0;;;80;70;110;0;360;80;190;0;0;0;160;0
AL;CANAPI;Estadual e Municipal;2040;4770;4720;440;1156;1770;1113;0;7640;0;2066;1140;;;80;180;180;30;600;110;410;0;340;0;220;10
AL;CAPELA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CAPELA;Estadual Urbana;0;0;0;0;0;0;0;0;2450;2430;0;1130;;;0;0;0;0;0;0;0;0;70;70;0;10
AL;CAPELA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CAPELA;Municipal Urbana;570;2850;3040;0;2730;4910;10;7240;0;0;8210;0;;;40;130;310;0;270;320;0;440;0;0;210;0
AL;CAPELA;Municipal Rural;60;320;490;420;880;930;0;1310;0;0;2090;0;;;0;0;20;20;80;120;0;60;0;0;30;0
AL;CAPELA;Estadual e Municipal;630;3170;3530;420;3610;5840;10;8550;2450;2430;103;1130;;;40;130;330;20;350;440;0;500;70;70;240;10
AL;CARNEIROS;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CARNEIROS;Estadual Urbana;0;0;0;0;0;0;0;0;1330;2960;0;990;;;0;0;0;0;0;0;0;0;30;150;0;30
AL;CARNEIROS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CARNEIROS;Municipal Urbana;2240;230;0;2090;2950;2730;4650;1670;0;0;610;0;;;190;0;0;100;230;90;440;80;0;0;200;0
AL;CARNEIROS;Municipal Rural;520;360;630;390;1230;1870;0;0;0;0;0;0;;;10;40;40;10;80;160;0;0;0;0;0;0
AL;CARNEIROS;Estadual e Municipal;2760;590;630;2480;4180;4600;4650;1670;1330;2960;610;990;;;200;40;40;110;310;250;440;80;30;150;200;30
AL;CHA PRETA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CHA PRETA;Estadual Urbana;0;0;0;0;0;0;0;0;0;2360;0;730;;;0;0;0;0;0;0;0;0;0;120;0;20
AL;CHA PRETA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CHA PRETA;Municipal Urbana;0;2100;1600;0;3070;990;3640;250;0;0;640;0;;;0;30;140;0;150;50;180;20;0;0;50;0
AL;CHA PRETA;Municipal Rural;0;0;230;0;710;0;0;0;0;0;0;0;;;0;0;20;0;50;0;0;0;0;0;0;0
AL;CHA PRETA;Estadual e Municipal;0;2100;1830;0;3780;990;3640;250;0;2360;640;730;;;0;30;160;0;200;50;180;20;0;120;50;20
AL;COITE DO NOIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;COITE DO NOIA;Estadual Urbana;0;0;0;0;0;0;0;0;4760;0;0;1010;;;0;0;0;0;0;0;0;0;220;0;0;40
AL;COITE DO NOIA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;COITE DO NOIA;Municipal Urbana;0;1370;1470;0;2410;1360;5920;1620;0;0;1110;0;;;0;20;70;0;140;90;170;90;0;0;30;0
AL;COITE DO NOIA;Municipal Rural;240;580;400;1180;320;3090;0;0;0;0;2420;0;;;10;20;10;50;10;140;0;0;0;0;10;0
AL;COITE DO NOIA;Estadual e Municipal;240;1950;1870;1180;2730;4450;5920;1620;4760;0;3530;1010;;;10;40;80;50;150;230;170;90;220;0;40;40
AL;COLONIA LEOPOLDINA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;COLONIA LEOPOLDINA;Estadual Urbana;0;0;0;0;0;0;0;0;6840;0;0;2840;;;0;0;0;0;0;0;0;0;430;0;0;20
AL;COLONIA LEOPOLDINA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;COLONIA LEOPOLDINA;Municipal Urbana;0;4960;0;3300;20;8240;30;7600;0;0;5310;0;;;0;50;0;110;0;200;0;300;0;0;90;0
AL;COLONIA LEOPOLDINA;Municipal Rural;0;220;0;670;0;1860;10;1860;0;0;7030;0;;;0;0;0;20;0;20;0;70;0;0;30;0
AL;COLONIA LEOPOLDINA;Estadual e Municipal;0;5180;0;3970;20;101;40;9460;6840;0;1234;2840;;;0;50;0;130;0;220;0;370;430;0;120;20
AL;COQUEIRO SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;COQUEIRO SECO;Estadual Urbana;0;0;0;0;0;0;0;0;1500;0;0;820;;;0;0;0;0;0;0;0;0;100;0;0;20
AL;COQUEIRO SECO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;COQUEIRO SECO;Municipal Urbana;610;740;1100;170;1960;1480;3420;0;0;0;640;0;;;20;40;40;20;130;150;260;0;0;0;10;0
AL;COQUEIRO SECO;Municipal Rural;0;80;0;210;0;550;0;0;0;0;0;0;;;0;0;0;0;0;10;0;0;0;0;0;0
AL;COQUEIRO SECO;Estadual e Municipal;610;820;1100;380;1960;2030;3420;0;1500;0;640;820;;;20;40;40;20;130;160;260;0;100;0;10;20
AL;CORURIPE;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CORURIPE;Estadual Urbana;0;0;0;0;0;0;0;0;1191;3110;0;4800;;;0;0;0;0;0;0;0;0;440;90;0;180
AL;CORURIPE;Estadual Rural;0;0;0;0;0;0;0;0;3960;2600;0;2050;;;0;0;0;0;0;0;0;0;160;230;0;20
AL;CORURIPE;Municipal Urbana;3020;5620;5710;990;1527;1730;1418;1040;0;0;4060;0;;;130;120;480;70;1380;80;800;50;0;0;150;0
AL;CORURIPE;Municipal Rural;8790;1350;9440;0;1954;2870;1651;1850;0;0;1194;0;;;240;40;610;0;1340;180;650;110;0;0;290;0
AL;CORURIPE;Estadual e Municipal;1181;6970;1515;990;3481;4600;3069;2890;1587;5710;16;6850;;;370;160;1090;70;2720;260;1450;160;600;320;440;200
AL;CRAIBAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;CRAIBAS;Estadual Urbana;0;0;0;0;0;0;0;0;9560;0;0;2070;;;0;0;0;0;0;0;0;0;220;0;0;30
AL;CRAIBAS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;CRAIBAS;Municipal Urbana;2820;0;2450;0;5610;500;1036;0;0;0;8880;0;;;100;0;200;0;390;30;430;0;0;0;90;0
AL;CRAIBAS;Municipal Rural;4190;0;5360;0;1138;440;3350;720;0;0;1579;0;;;60;0;190;0;510;0;220;20;0;0;0;0
AL;CRAIBAS;Estadual e Municipal;7010;0;7810;0;1699;940;1371;720;9560;0;2467;2070;;;160;0;390;0;900;30;650;20;220;0;90;30
AL;DELMIRO GOUVEIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;DELMIRO GOUVEIA;Estadual Urbana;0;0;0;0;0;0;0;0;1043;5610;0;3720;;;0;0;0;0;0;0;0;0;780;300;0;40
AL;DELMIRO GOUVEIA;Estadual Rural;0;0;0;0;0;0;0;0;0;1560;0;0;;;0;0;0;0;0;0;0;0;0;90;0;0
AL;DELMIRO GOUVEIA;Municipal Urbana;2810;680;6750;0;1851;2310;1966;0;0;0;990;0;;;600;50;1330;0;3140;440;2790;0;0;0;70;0
AL;DELMIRO GOUVEIA;Municipal Rural;1670;460;4040;610;7950;2600;4160;2810;0;0;570;0;;;320;50;1000;150;1020;750;430;690;0;0;20;0
AL;DELMIRO GOUVEIA;Estadual e Municipal;4480;1140;1079;610;2646;4910;2382;2810;1043;7170;1560;3720;;;920;100;2330;150;4160;1190;3220;690;780;390;90;40
AL;DOIS RIACHOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;DOIS RIACHOS;Estadual Urbana;0;0;0;0;0;0;0;0;0;2590;0;700;;;0;0;0;0;0;0;0;0;0;30;0;0
AL;DOIS RIACHOS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;DOIS RIACHOS;Municipal Urbana;610;930;1020;280;3140;950;4230;0;0;0;4760;0;;;20;50;120;20;270;30;200;0;0;0;20;0
AL;DOIS RIACHOS;Municipal Rural;270;530;1120;0;2190;0;520;0;0;0;1294;0;;;0;10;20;0;110;0;10;0;0;0;20;0
AL;DOIS RIACHOS;Estadual e Municipal;880;1460;2140;280;5330;950;4750;0;0;2590;177;700;;;20;60;140;20;380;30;210;0;0;30;40;0
AL;ESTRELA DE ALAGOAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;ESTRELA DE ALAGOAS;Estadual Urbana;0;0;0;0;0;0;0;0;900;4230;0;1630;;;0;0;0;0;0;0;0;0;0;100;0;0
AL;ESTRELA DE ALAGOAS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;ESTRELA DE ALAGOAS;Municipal Urbana;1510;0;0;1130;2960;0;3640;0;0;0;810;0;;;50;0;0;110;140;0;150;0;0;0;0;0
AL;ESTRELA DE ALAGOAS;Municipal Rural;2700;0;2540;0;5880;0;4580;0;0;0;8260;0;;;40;0;80;0;260;0;120;0;0;0;10;0
AL;ESTRELA DE ALAGOAS;Estadual e Municipal;4210;0;2540;1130;8840;0;8220;0;900;4230;9070;1630;;;90;0;80;110;400;0;270;0;0;100;10;0
AL;FEIRA GRANDE;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;FEIRA GRANDE;Estadual Urbana;0;0;0;0;0;0;0;0;6050;0;0;1360;;;0;0;0;0;0;0;0;0;170;0;0;20
AL;FEIRA GRANDE;Estadual Rural;0;0;70;0;250;0;0;0;0;3590;0;0;;;0;0;0;0;0;0;0;0;0;150;0;0
AL;FEIRA GRANDE;Municipal Urbana;0;790;1080;0;3290;0;8670;0;0;0;2610;0;;;0;10;70;0;360;0;450;0;0;0;80;0
AL;FEIRA GRANDE;Municipal Rural;1930;290;3230;700;7910;3140;4110;0;0;0;7570;0;;;40;10;310;50;550;280;190;0;0;0;10;0
AL;FEIRA GRANDE;Estadual e Municipal;1930;1080;4380;700;1145;3140;1278;0;6050;3590;1018;1360;;;40;20;380;50;910;280;640;0;170;150;90;20
AL;FELIZ DESERTO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;FELIZ DESERTO;Estadual Urbana;0;0;0;0;0;0;0;0;1770;0;0;700;;;0;0;0;0;0;0;0;0;90;0;0;0
AL;FELIZ DESERTO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;FELIZ DESERTO;Municipal Urbana;0;860;0;1170;0;2800;2310;280;0;0;430;0;;;0;0;0;20;0;110;150;0;0;0;40;0
AL;FELIZ DESERTO;Municipal Rural;0;230;0;310;0;380;0;0;0;0;170;0;;;0;0;0;0;0;20;0;0;0;0;0;0
AL;FELIZ DESERTO;Estadual e Municipal;0;1090;0;1480;0;3180;2310;280;1770;0;600;700;;;0;0;0;20;0;130;150;0;90;0;40;0
AL;FLEXEIRAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;FLEXEIRAS;Estadual Urbana;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;FLEXEIRAS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;FLEXEIRAS;Municipal Urbana;1360;1170;1960;600;5120;1080;6850;330;0;0;1670;0;;;30;0;360;0;420;240;480;50;0;0;90;0
AL;FLEXEIRAS;Municipal Rural;0;0;320;320;530;1100;0;0;0;0;1240;0;;;0;0;0;10;30;10;0;0;0;0;10;0
AL;FLEXEIRAS;Estadual e Municipal;1360;1170;2280;920;5650;2180;6850;330;0;0;2910;0;;;30;0;360;10;450;250;480;50;0;0;100;0
AL;GIRAU DO PONCIANO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;GIRAU DO PONCIANO;Estadual Urbana;0;0;0;0;0;0;0;0;3690;2800;0;1260;;;0;0;0;0;0;0;0;0;180;70;0;10
AL;GIRAU DO PONCIANO;Estadual Rural;0;0;0;0;0;0;0;0;7770;0;0;2420;;;0;0;0;0;0;0;0;0;260;0;0;30
AL;GIRAU DO PONCIANO;Municipal Urbana;1250;1910;2330;880;4370;3520;5960;0;0;0;6900;0;;;50;80;130;70;750;340;240;0;0;0;230;0
AL;GIRAU DO PONCIANO;Municipal Rural;6460;500;7070;260;1228;4460;7410;5610;0;0;2819;0;;;160;10;370;30;950;270;530;400;0;0;290;0
AL;GIRAU DO PONCIANO;Estadual e Municipal;7710;2410;9400;1140;1665;7980;1337;5610;1146;2800;3509;3680;;;210;90;500;100;1700;610;770;400;440;70;520;40
AL;IBATEGUARA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;IBATEGUARA;Estadual Urbana;0;0;0;0;0;0;0;0;5380;0;0;970;;;0;0;0;0;0;0;0;0;80;0;0;0
AL;IBATEGUARA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;IBATEGUARA;Municipal Urbana;0;3420;2230;440;710;5830;0;6410;0;0;2670;0;;;0;140;160;50;90;310;0;340;0;0;40;0
AL;IBATEGUARA;Municipal Rural;260;710;180;870;90;2920;270;1600;0;0;2190;0;;;0;0;20;80;10;180;0;50;0;0;20;0
AL;IBATEGUARA;Estadual e Municipal;260;4130;2410;1310;800;8750;270;8010;5380;0;4860;970;;;0;140;180;130;100;490;0;390;80;0;60;0
AL;IGACI;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;IGACI;Estadual Urbana;0;0;0;0;0;0;0;0;3990;0;0;1530;;;0;0;0;0;0;0;0;0;80;0;0;0
AL;IGACI;Estadual Rural;0;0;0;0;0;0;0;0;2990;1440;0;370;;;0;0;0;0;0;0;0;0;40;80;0;10
AL;IGACI;Municipal Urbana;0;1720;0;1710;3690;950;3720;550;0;0;430;0;;;0;20;0;20;170;20;220;10;0;0;10;0
AL;IGACI;Municipal Rural;1850;1040;3240;1150;1139;0;8760;0;0;0;3240;0;;;0;20;20;10;310;0;220;0;0;0;20;0
AL;IGACI;Estadual e Municipal;1850;2760;3240;2860;1508;950;1248;550;6980;1440;3670;1900;;;0;40;20;30;480;20;440;10;120;80;30;10
AL;IGREJA NOVA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;IGREJA NOVA;Estadual Urbana;0;0;0;0;0;0;1810;0;4690;3390;0;1070;;;0;0;0;0;0;0;50;0;230;200;0;20
AL;IGREJA NOVA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;IGREJA NOVA;Municipal Urbana;380;460;1000;0;2760;0;6180;390;0;0;380;0;;;10;10;40;0;90;0;370;20;0;0;30;0
AL;IGREJA NOVA;Municipal Rural;3100;480;4890;180;1081;2740;5420;130;0;0;7820;0;;;90;20;230;0;460;170;310;0;0;0;70;0
AL;IGREJA NOVA;Estadual e Municipal;3480;940;5890;180;1357;2740;1341;520;4690;3390;8200;1070;;;100;30;270;0;550;170;730;20;230;200;100;20
AL;INHAPI;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;INHAPI;Estadual Urbana;0;0;0;0;0;0;0;360;6010;1460;0;660;;;0;0;0;0;0;0;0;90;240;60;0;10
AL;INHAPI;Estadual Rural;0;0;150;0;680;0;670;0;390;0;0;70;;;0;0;0;0;40;0;20;0;10;0;0;0
AL;INHAPI;Municipal Urbana;1570;1640;1630;1540;2720;4820;4270;2720;0;0;5410;0;;;40;30;120;80;200;440;430;150;0;0;90;0
AL;INHAPI;Municipal Rural;120;690;1400;560;3720;2070;3480;480;0;0;6290;0;;;0;10;60;20;190;50;130;0;0;0;10;0
AL;INHAPI;Estadual e Municipal;1690;2330;3180;2100;7120;6890;8420;3560;6400;1460;117;730;;;40;40;180;100;430;490;580;240;250;60;100;10
AL;JACARE DOS HOMENS;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;JACARE DOS HOMENS;Estadual Urbana;0;0;0;0;0;0;0;0;2500;0;0;1010;;;0;0;0;0;0;0;0;0;250;0;0;40
AL;JACARE DOS HOMENS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;JACARE DOS HOMENS;Municipal Urbana;0;2140;0;990;0;2380;0;3280;0;0;1350;0;;;60;60;30;40;0;150;0;210;0;0;30;0
AL;JACARE DOS HOMENS;Municipal Rural;0;1470;0;800;0;1750;0;0;0;0;2630;0;;;40;20;0;50;0;170;0;0;0;0;70;0
AL;JACARE DOS HOMENS;Estadual e Municipal;0;3610;0;1790;0;4130;0;3280;2500;0;3980;1010;;;100;80;30;90;0;320;0;210;250;0;100;40
AL;JACUIPE;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;JACUIPE;Estadual Urbana;0;0;0;0;0;0;0;0;0;2320;0;690;;;0;0;0;0;0;0;0;0;0;50;0;40
AL;JACUIPE;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;JACUIPE;Municipal Urbana;1870;0;0;1050;2430;770;0;3630;0;0;1590;0;;;30;0;0;40;190;30;0;120;0;0;110;0
AL;JACUIPE;Municipal Rural;600;0;360;0;140;730;0;0;0;0;630;0;;;0;0;30;0;0;20;0;0;0;0;0;0
AL;JACUIPE;Estadual e Municipal;2470;0;360;1050;2570;1500;0;3630;0;2320;2220;690;;;30;0;30;40;190;50;0;120;0;50;110;40
AL;JAPARATINGA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;JAPARATINGA;Estadual Urbana;0;0;0;0;0;0;0;0;2890;0;0;650;;;0;0;0;0;0;0;0;0;90;0;0;0
AL;JAPARATINGA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;JAPARATINGA;Municipal Urbana;480;580;1510;0;3130;690;1740;1470;0;0;330;0;;;20;60;130;0;390;0;210;0;0;0;0;0
AL;JAPARATINGA;Municipal Rural;320;690;880;590;2750;860;1420;1180;0;0;0;0;;;0;20;80;0;470;0;340;0;0;0;0;0
AL;JAPARATINGA;Estadual e Municipal;800;1270;2390;590;5880;1550;3160;2650;2890;0;330;650;;;20;80;210;0;860;0;550;0;90;0;0;0
AL;JARAMATAIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;JARAMATAIA;Estadual Urbana;0;0;0;0;0;0;0;0;1930;0;0;740;;;0;0;0;0;0;0;0;0;70;0;0;0
AL;JARAMATAIA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;JARAMATAIA;Municipal Urbana;0;1170;340;490;0;2260;3230;600;0;0;690;0;;;0;80;70;30;0;90;110;10;0;0;50;0
AL;JARAMATAIA;Municipal Rural;0;880;620;100;0;1890;0;0;0;0;480;0;;;0;10;0;10;0;50;0;0;0;0;10;0
AL;JARAMATAIA;Estadual e Municipal;0;2050;960;590;0;4150;3230;600;1930;0;1170;740;;;0;90;70;40;0;140;110;10;70;0;60;0
AL;JEQUIA DA PRAIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;JEQUIA DA PRAIA;Estadual Urbana;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;JEQUIA DA PRAIA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;JEQUIA DA PRAIA;Municipal Urbana;1380;0;0;0;2640;600;5450;0;0;0;670;0;;;130;0;0;0;430;10;560;0;0;0;20;0
